Name,Area,Type,Category,Distance_km,Rating,Reviews,Price_from_GHS,Price_source,Phone,Confirmed_Contact,Amenities,Colleges_nearby,Website,Latitude,Longitude,Google_Maps_URL,Image
Yaw B Guest House,Deduako,Guest house & Hotel,Guest house,2.69,3.9,86,,,+233 20 950 2592,,,Agriculture & Natural Resources,,6.6654549,-1.5490177,https://www.google.com/maps/search/?api=1&query=Yaw%20B%20Guest%20House&query_place_id=ChIJo6hHdcKV2w8R9VzQvwAaYxU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzk_VztM9-aIH9XrwWfTOPYwiLfkerSvDOB-XJlPLDrg7KX3XJMOBvLVrSFWSKuRWFL_wYdEWKJk5AqpOxrIU1UZ3mGgr13LPlQInIcMm4Vi1vIA-zNKGV7KsNv3z_EJSi8tSFGQ=w1920-h1080-k-no
Degif Hostel Kotei,Deduako,Hostel,Hostel,2.77,3.5,4,,,,,,Agriculture & Natural Resources,,6.6582906,-1.5525373,https://www.google.com/maps/search/?api=1&query=Degif%20Hostel%20Kotei&query_place_id=ChIJyelRbwCT2w8Rfq-KBBqA554,
Dufie’s Avenue,Deduako,Hostel,Hostel,2.63,3,1,,,+233 24 650 1746,,,Agriculture & Natural Resources,,6.6668754,-1.5490313,https://www.google.com/maps/search/?api=1&query=Dufie%E2%80%99s%20Avenue&query_place_id=ChIJlyDacBqV2w8Rk_R_WA52xYI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKftMRY2V-QwSJLl-Mrxnd0P-9P44OVyPEYTRMPqVwm5jOlTi5tiO4cs2lBoXSOJ6sUWgPXEzJ4SiwMmR86gGjhyy7olpDZ0PZ9sM6XsEOzrmG56rAJ0_yZmaVqdTajMd_0M4=w1920-h1080-k-no
Afrah K Apartment,Deduako,Apartment / Self-contained,Hostel,2.5,,0,,,,,,Agriculture & Natural Resources,,6.6587665,-1.5553699,https://www.google.com/maps/search/?api=1&query=Afrah%20K%20Apartment&query_place_id=ChIJ2-UxVgCT2w8Rskn7ld82xbs,
J & G Hostel Annex,Deduako,Hostel,Hostel,3.17,,0,,,,,,Agriculture & Natural Resources,,6.6594804,-1.5471684,https://www.google.com/maps/search/?api=1&query=J%20%26%20G%20Hostel%20Annex&query_place_id=ChIJS91-YACT2w8RwQ8lODCM8EI,
King’s hostel,Deduako,Hostel,Hostel,2.86,,0,,,,,,Agriculture & Natural Resources,,6.6587155,-1.551145,https://www.google.com/maps/search/?api=1&query=King%E2%80%99s%20hostel&query_place_id=ChIJIYXQEwCT2w8RnKIBx0Be0dE,
La Casa Maria,Emena,Hostel,Hostel,3.65,4.1,11,,,0208185998,yes,,Health Sciences,,6.6680838,-1.5391699,https://www.google.com/maps/search/?api=1&query=La%20Casa%20Maria&query_place_id=ChIJ8cc5NSKV2w8RZ01D1vfADrA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhrITYfuu2-RM9p9De_Uc3eHMQggCU37HV9Wqnr0iTpj6UqXLlxZ-xD--p40A_AwWrPu9ymEMoxnSWRj77ZsZcwg2lbwhyUS9T_OBBLtHfXc4JoN_kUeeU-6R0fEZUGlLy68LScg=w1920-h1080-k-no
Always Guest House,Emena,Guest house & Hotel,Guest house,3.66,5,2,,,+233 59 832 0202,,,Health Sciences,,6.6662457,-1.5395327,https://www.google.com/maps/search/?api=1&query=Always%20Guest%20House&query_place_id=ChIJAeVsWQCV2w8RrrJKi4_Wur0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElwaOayeWmeYll1kJmDyW9vsYMX3UsJeMbsAbTuYBpYhHzFUhKHj6BV6YWrYZfldRXVPEOF9SQYHgFh8Aikwd4NaHKytWXE_Zjo0e8btDSjZax_Ug6bn6_lNeC_LMgX-jhXkgw=w1920-h1080-k-no
SWATSON HOTEL - KNUST - APPIADU,Emena,Guest house & Hotel,Hotel,5.08,4.2,188,,,+233 56 116 8127,,Air-conditioned | Airport shuttle | Bar | Breakfast | Parking | Pet-friendly | Pool | Restaurant | Wi-Fi,Health Sciences,,6.660348,-1.5278781,https://www.google.com/maps/search/?api=1&query=SWATSON%20HOTEL%20-%20KNUST%20-%20APPIADU&query_place_id=ChIJmaFS_YCT2w8R0ufTrpJaWZc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGk3FuBW_P1xJ7VnAx4LnAtGpFMmKdvHK6vJOhXon854sX1gLmJ_jhdZjTf5YbIUh5WQhfJjDnAR1spl-KbJ5oAXbRDB5cQX0rS41OpX6QyvQsvr2x3-sVaNyAjva6xpW7dRAVZ2w=w1920-h1080-k-no
Summer Park Hotel,Emena,Guest house & Hotel,Hotel,3.78,3.7,245,,,+233 32 249 0673,,,Health Sciences,,6.6659364,-1.5384911,https://www.google.com/maps/search/?api=1&query=Summer%20Park%20Hotel&query_place_id=ChIJldeI1KGU2w8RvQSdRpkD0Co,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFozWtzYvRjr4_RkciX0LyysRFaCjA7RpXjAlvh4YyQl_UlTJVZDcBd40wc3a-YyXkf_yr4WnOuYi4_cuQzSVr9N2OLFWo-IPjt6im0OobMkL_i-FEwTR3pEZ43LKIexHUNnH2U=w1920-h1080-k-no
KNS HOSTEL,Emena,Hostel,Hostel,3.45,,0,,,+233 55 591 5652,,,Health Sciences,,6.6658145,-1.5415727,https://www.google.com/maps/search/?api=1&query=KNS%20HOSTEL&query_place_id=ChIJAQF931eV2w8RN8fg-FyHFnY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLyv83ZoF5dlgsPpZjjFTCKG-I9bkte3PpAIMur6hGGZn69fdPMNF0yZnKWE8hdsZsuGaE-XdnpJUEyYDtrmdRGukCBgnvM-QAR77Ey55dsUepoVqple65a9iHTp0Uc9NK0ZBA3w=w1920-h1080-k-no
Apemso Cozy Private Hostel,Emena,Hostel,Hostel,4.5,,0,,,,,,Health Sciences,,6.6542117,-1.536315,https://www.google.com/maps/search/?api=1&query=Apemso%20Cozy%20Private%20Hostel&query_place_id=ChIJ5x3kJACT2w8RCePvFzYS-Og,
Kwachamp Royal GuestHouse,Emena,Guest house & Hotel,Hotel,4.16,,0,,,,,,Health Sciences,,6.6658358,-1.5349488,https://www.google.com/maps/search/?api=1&query=Kwachamp%20Royal%20GuestHouse&query_place_id=ChIJz-B2YQCV2w8ROIYfLWNwhUk,
Gaza Hostel,Gaza,Hostel,Hostel,2.29,4.1,531,,,0243986830,yes,,Engineering | Science | Art & Built Environment,,6.6882641,-1.5561748,https://www.google.com/maps/search/?api=1&query=Gaza%20Hostel&query_place_id=ChIJbWRYnvaU2w8Ri4-5C6YSTEo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEo_Gf90eIqSkUU42QTa0HXRRuXQGy7tlFfw6PKkxAtL1Mm5nF3_kbfAfPjByKdY0DfBSvI3H7IEUXU96QeKjVLaMppAMTYIP7rBRzgLF8VyWe_KiS-9dlu-BK1lhD5cfce_VeH=w1920-h1080-k-no
Georgia hostel,Gaza,Hostel,Hostel,2.17,4,253,2300,getrooms.co,0243966830,yes,Air-conditioned | Kitchen | Study room | Water | Wi-Fi,Engineering | Science | Art & Built Environment,,6.6872222,-1.5566667,https://www.google.com/maps/search/?api=1&query=Georgia%20hostel&query_place_id=ChIJZ8NtOvSU2w8R7tBerKYJ3uA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBF0yyKAthu4esif7yrcZywFVGLKHvqBsOxlx05vqdoHpA3g1FO6BCK8I-xtmvpwPMmVfNnhFjfCfsCx81QSPaj-y44xAJNJemq2wQc2sGAwaX_fIcFPvNc8o7iZR4X0VOZfLr=w1920-h1080-k-no
Sun City hostel,Gaza,Hostel,Hostel,2.43,4,182,,,0244616428,yes,,Engineering | Science | Art & Built Environment,,6.6885518,-1.5547585,https://www.google.com/maps/search/?api=1&query=Sun%20City%20hostel&query_place_id=ChIJDwUzU_GU2w8RPiFFye3Lr7s,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoyP33B9qjkQNTrvUzro3bBhcKGen06COxhMtdne6OUIe9Kf3VqR02F2x176rbSD3zRsk6R9XsYOMygXiJJJ1d-vvZCOnXa1oOZyDQK8Mfaoc34GUcuJHgRgSFm6BwWdHURXq_=w1920-h1080-k-no
Crystal Rose hostel,Gaza,Hostel,Hostel,2.11,3.3,251,3900,studentroombook.com,0206549570,yes,Wi-Fi,Engineering | Science | Art & Built Environment,,6.6862128,-1.55662,https://www.google.com/maps/search/?api=1&query=Crystal%20Rose%20hostel&query_place_id=ChIJb9mPT_SU2w8RYmBnvwbmDCo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEL-Be_ZRqeiRHzhEKyA7fRe190-cNm4UEPtaqvQFH--oCckNbsje38EUHoUC6rkZc_flTq-dD3UJlDmKL1XvW8kxSAWZr0iMebJuRNSF6b0ZKFyCuj60h9PwJtzUVTi0dMMwMS=w1920-h1080-k-no
Lollipop apartment behind georgia hostel,Gaza,Apartment / Self-contained,Apartment building,2.49,,0,,,0243966830,yes,,Engineering | Science | Art & Built Environment,,6.6888123,-1.5542432,https://www.google.com/maps/search/?api=1&query=Lollipop%20apartment%20behind%20georgia%20hostel&query_place_id=ChIJLeYDIUaV2w8Rc9og1tkyW6c,
Banivillias,Gaza,Hostel,Hostel,2.4,,0,,,0244627917,yes,,Engineering | Science | Art & Built Environment,,6.689668,-1.55604,https://www.google.com/maps/search/?api=1&query=Banivillias%20hostel%20KNUST%20Kumasi,
Viable hostel,Gaza,Hostel,Hostel,2.5,5,2,,,+233 50 424 3101,,,Engineering | Science | Art & Built Environment,,6.6882949,-1.5537465,https://www.google.com/maps/search/?api=1&query=Viable%20hostel&query_place_id=ChIJX6DD_kKV2w8RPVg6zCq7uzY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXtNck4Glhxzrq5Z4ZHF9hlvlEV2B5TC5QSQ2TT8ytoJlEpyuVHdC4SvsoM-isX7KQyYHjdBNSvKvf-uRsG_UVZ2xAc1l6W6uKDiOR_NMZ_LeJ9bi6JRVzeQZuyriKOyIPRj8bFw=w1920-h1080-k-no
"Supreme hostel, asafo",Gaza,Hostel,Hostel,2.67,5,1,,,+233 55 440 5251,,,Engineering | Science | Art & Built Environment,,6.6911319,-1.5541305,https://www.google.com/maps/search/?api=1&query=Supreme%20hostel%2C%20asafo&query_place_id=ChIJ4UPhdLKV2w8Rff6txs5zZjk,
N'Djamena Court,Gaza,Hostel,Hostel,2.32,4.3,10,,,,,,Engineering | Science | Art & Built Environment,,6.6879849,-1.5555806,https://www.google.com/maps/search/?api=1&query=N'Djamena%20Court&query_place_id=ChIJ2YjCiySV2w8R4JUNjel-ofA,
Kinshasa Court,Gaza,Hostel,Hostel,2.27,4.3,3,,,,,,Engineering | Science | Art & Built Environment,,6.6877062,-1.5559296,https://www.google.com/maps/search/?api=1&query=Kinshasa%20Court&query_place_id=ChIJD3p5IXOV2w8RugwQgH-cA5M,
Banivillas Hostel,Gaza,Hostel,Hostel,2.73,4.2,473,,,+233 54 012 1250,,,Engineering | Science | Art & Built Environment,,6.690023,-1.5524573,https://www.google.com/maps/search/?api=1&query=Banivillas%20Hostel&query_place_id=ChIJO1FwDvGU2w8R_PbSyf_4NuY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEROpB1wtpjNWDZvLqKpHyTzzJR4qm2RaWZdWi9Z4XXvT2FmzTmziRHryQparMciNOPXiutHDhHAjP_KSzP-RDx1ZvjIct5J4db7lMV6hpv9Io6xABTRvobtCPCLhyYXGor9C0=w1920-h1080-k-no
Sir Max Hostel,Gaza,Hostel,Hostel,2.63,4,5,,,,,,Engineering | Science | Art & Built Environment,,6.6912803,-1.5548796,https://www.google.com/maps/search/?api=1&query=Sir%20Max%20Hostel&query_place_id=ChIJX7PMvtWV2w8RqYd_1oEnlK8,
Osei Sarfo-Kantanka Hostel (formerly Wilkado),Gaza,Hostel,Hostel,1.97,3.9,191,,,,,,Engineering | Science | Art & Built Environment,,6.685048,-1.5573025,https://www.google.com/maps/search/?api=1&query=Wilkado%20Hostel&query_place_id=ChIJc-21A_WU2w8Ri6tGhWoPgEA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkY_6-NHzH67-5r2FPAX4EdPL3KNDctp5BY2hb9kTqJbLW9MAyuujpeQVhw2xH7Scbx27BcCBwCcbfgutscmDJbIa4IcZsG0XUuIJlaSmvD28STJxduKfpHGoSoCDql0WVktLKqw=w1920-h1080-k-no
Libreville Court,Gaza,Hostel,Hostel,2.22,3.6,5,,,,,,Engineering | Science | Art & Built Environment,,6.6877304,-1.5565327,https://www.google.com/maps/search/?api=1&query=Libreville%20Court&query_place_id=ChIJQ5nsv1KV2w8RgQEfEsYOUdw,
Anglican Hostel,Gaza,Hostel,Lodging,2.33,3.3,110,2300,getrooms.co,0249481310,yes,Backup power | Security | Wi-Fi,Engineering | Science | Art & Built Environment,,6.6842032,-1.552942,https://www.google.com/maps/search/?api=1&query=Anglican%20Hostel&query_place_id=ChIJk9uJF_OU2w8RwByLEkdazOo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8kStT4rJNqm_3Zmv2QBohfDz8jwOfA_cuitkOT6WqUnXfQhgzly3eqfZd2RZr5ZVMbh5VMGdVXCN31RNTIZd_2PwKjvE8415Lg6yiordEfDvhTq5S0NIEI1L4DaPpoGQ7w4C4=w1920-h1080-k-no
ADEPA Hostel,Gaza,Hostel,Hostel,2.33,3,4,,,+233 53 423 8669,,,Engineering | Science | Art & Built Environment,,6.6868059,-1.5544819,https://www.google.com/maps/search/?api=1&query=ADEPA%20Hostel&query_place_id=ChIJsXl7NEOV2w8RdatJLbhzsPg,
JF HOSTEL,Gaza,Hostel,Hostel,2.59,,0,,,,,,Engineering | Science | Art & Built Environment,,6.6906548,-1.5547455,https://www.google.com/maps/search/?api=1&query=JF%20HOSTEL&query_place_id=ChIJF_AZIS2V2w8RZhRczqHS1Xw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEoqDk5kBnz9Thd9iVR2tzXXJUOLFtacvHDgA6qxK5tXxPT48ePYKHDuIY5g1FGX3UHq4j5EbIjADKIeD2N12tyzLhQcpWGvLgB2ODlzsakEklLx2tsGpzEv4MI46ECI-H8jbfw=w1920-h1080-k-no
Fair child Guest house,Gyinyase,Guest house & Hotel,Motel,1.82,5,1,,,,,,Agriculture & Natural Resources,,6.6594822,-1.578256,https://www.google.com/maps/search/?api=1&query=Fair%20child%20Guest%20house&query_place_id=ChIJVfmjSgCT2w8RMdowIBS-hSo,
Monty Guesthouse,Gyinyase,Guest house & Hotel,Hotel,2.51,4.2,6,,,+233 54 949 6227,,,Agriculture & Natural Resources,,6.6548454,-1.5827731,https://www.google.com/maps/search/?api=1&query=Monty%20Guesthouse&query_place_id=ChIJizBHB9CT2w8R7q6Ou8KOFkM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJIWqDqc1RjmsXm9lSgEUp9AYNbHpjV2r7V9sAKQ0XZWJ9v78l2tHneXIBpeUGFJOnEO7FL4HadEY2rl3O6iImWwcC12sg2hDuZvNPVmkZ4YG3hUhOB-HxSBXSMpJDnQdZ-aef=w1920-h1080-k-no
Milano Inn,Gyinyase,Guest house & Hotel,Hotel,1.58,4.1,121,,,+233 24 437 1775,,,Agriculture & Natural Resources,,6.6610691,-1.576161,https://www.google.com/maps/search/?api=1&query=Milano%20Inn&query_place_id=ChIJ95sDwHKT2w8RptHnRKBYWaQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJSIBYZjMWrMu3C5ijz21jGNkvvAATDzgc6eMZ5Xhh0GSD0d_186I4IKsGfC3UqMew94saSA25xCjJSW_ix0lmSrpADWgy_XarFbj2AuTYgZFafYz9rB0d_1ai8ERL_EDMW7cp=w1920-h1080-k-no
Arkomenz Hotel,Gyinyase,Guest house & Hotel,Hotel,1.93,3.9,239,,,+233 20 128 3677,,,Agriculture & Natural Resources,,6.6600145,-1.5812828,https://www.google.com/maps/search/?api=1&query=Arkomenz%20Hotel&query_place_id=ChIJrUyPCvWT2w8RXa-fP2zM4Ls,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHx5duewhz3N4V1HhLdCBANO_wSPoOlIACFRdHtttuVJ-cRseQW6JjkDcQejFCSQMBbkUb1Stgt8q-MtlLUs7oVh91ZumMkU1cUbrzZctz7Pj9isq057O3bz7rfyGcbx5L3Wcc=w1920-h1080-k-no
To Be Hotel,Gyinyase,Guest house & Hotel,Hotel,1.89,3.5,150,,,+233 53 172 7417,,Air-conditioned | Bar | Parking | Restaurant | Room service | Smoke-free,Agriculture & Natural Resources,,6.6588395,-1.5782094,https://www.google.com/maps/search/?api=1&query=To%20Be%20Hotel&query_place_id=ChIJn5Vt4IqT2w8RkdhH28XG4A0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNGwQvVIkraWW6sQFh0srpxQsaDwUBgmgbVqEK4FythlDFqOSKAHvKDBYv2VsV33WQNi-UmjLBFOY5Biu4qNlIv5U7mEAvuRbTz2Gi4cAofPwGXaf2sdiCPckAnBw0XkMtCDGm=w1920-h1080-k-no
Mama Yie Guest House,Gyinyase,Guest house & Hotel,Hotel,1.97,3.4,71,,,+233 53 708 7134,,,Agriculture & Natural Resources,,6.658027,-1.5781856,https://www.google.com/maps/search/?api=1&query=Mama%20Yie%20Guest%20House&query_place_id=ChIJ--IhJYuT2w8RKvANXBubPKw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGf74UlcD3ksGpHmXvKSuDgLFiatGfE1UgzLRQbF5wg35sP7pZk80agbl-FJudgYeGWNyrew3b6FsoT9Ax75VNUbhKN2XExvADLkcyBm9vH9ywWy2UPut6D7Wb3O_IoURn1mICaKw=w1920-h1080-k-no
KIRKLAND LODGE,Gyinyase,Guest house & Hotel,Motel,1.62,3,1,,,,,,Agriculture & Natural Resources,,6.6606123,-1.5760385,https://www.google.com/maps/search/?api=1&query=KIRKLAND%20LODGE&query_place_id=ChIJBylNCwCT2w8RtuAnzzkRmUQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuNbsk_pf1qT8JRnlGyLAu_OEs_NruPYkdQEm6cMXwIr9zsWDRIR_Xnr48cpatf6PqZwK0RfPo4CKltDQpuBq0jiEgu34vve3k5SyCuMd7DYSL8SKaPlx8FJWbz7Kkc9U8ObI=w1920-h1080-k-no
Milli's Guest House & Spot,Gyinyase,Guest house & Hotel,Hotel,2.9,2.3,3,,,+233 54 582 3050,,,Agriculture & Natural Resources,,6.6537203,-1.5874329,https://www.google.com/maps/search/?api=1&query=Milli's%20Guest%20House%20%26%20Spot&query_place_id=ChIJEaxZi_CT2w8RE4wH3Vzn-zw,
Zoro 1 Hostel,Kentinkrono,Hostel,Hostel,2.55,4.2,40,,,0262904249,yes,Kitchen | Water,Health Sciences,,6.6934071,-1.5585525,https://www.google.com/maps/search/?api=1&query=Zoro%201%20Hostel&query_place_id=ChIJbWCles-V2w8RiHBTLntKNFk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEP9teqjMhSTDYdoHcXOvtLchkBJ2WTeZ6N1AdBEPi4Agl9f5TuwAgU7oph2vZeD8YUX82Jr_KTveTHZ1a5qu5Sd0lmN4DIRC8fMhJgz6UkPg9TvcjS_WD2_VvKf1fGizRqnroT=w1920-h1080-k-no
QwesConfy Hostel,Kentinkrono,Hostel,Hostel,2.33,5,2,,,+233 55 135 2122,,,Health Sciences,,6.6919463,-1.5599204,https://www.google.com/maps/search/?api=1&query=QwesConfy%20Hostel&query_place_id=ChIJkVdvs2SV2w8RGlrw5TWJB78,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8jI5mRBN52lR-vyIAmRaOoWKHe9bT7JG2BniJujxYlFWZ6csAnkElsxPwtEGwQTLkfUnJwqfqo_syoDIf6CYPsV1xQV-6Z6navDl-NBuhf4vLNh0D23p9CWfv_nFVd-TrJZGVD6qLPcNf=w1920-h1080-k-no
Boadi,Kentinkrono,Guest house & Hotel,Hotel,3.35,4.7,7,,,,,,Health Sciences,,6.6929273,-1.5476397,https://www.google.com/maps/search/?api=1&query=Boadi&query_place_id=ChIJC9TD_6yX2w8Ry--K6pszTww,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbU9MGySEOoHfKXOkmdePUVPlDCIDEIQDY4jN2NcMc8HAFhZrK2y2FByoEayPf5IYklbDiiobGeIDzLvPBC1y2QseU8Xp4A4tzCGqS5S77zjE3DAOXbK9TyFeQ_CecxXqwZWaX=w1920-h1080-k-no
Baanova Hostel,Kentinkrono,Hostel,Hostel,2.3,4.6,5,,,+233 55 550 9878,,,Health Sciences,,6.6938434,-1.5641435,https://www.google.com/maps/search/?api=1&query=Baanova%20Hostel&query_place_id=ChIJddwiwbmV2w8RGCaUjvy8H1k,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGd8Hw3TBXXDuomoHd0FXugYBZYvPOfCVOcmmij30qg0_jiErzcsruQV10Zm8CVolClAxU_yyft6PFKn9SJ3wgfKV7SG13dU3Ce0KFCRd7B3SMJecN3d6t679_oOZddgZzWWjl4cw=w1920-h1080-k-no
Sweet Pee Executive Hotel,Kentinkrono,Guest house & Hotel,Hotel,2.31,4.3,171,,,+233 24 435 8478,,Air-conditioned | Bar | Free breakfast | Parking | Restaurant | Room service | Wheelchair access | Wi-Fi,Health Sciences,,6.690655,-1.5584208,https://www.google.com/maps/search/?api=1&query=Sweet%20Pee%20Executive%20Hotel&query_place_id=ChIJ9R5UIgWV2w8RXTkfpWGMCnA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUkHxLUuWTss7YYNqtIB6QpTvl8v2DZdxQLMenFG9tZo_yZrjn9bnoP39ZNXFpyQEeF90J_s-CSoiGgN3HD1eQrQUj1xwtUQar1PpBU9U7hRHjLUtI_nKW1-2OKh4jBeRY5WMJ8w=w1920-h1080-k-no
Harbed House Hotel,Kentinkrono,Guest house & Hotel,Hotel,2.96,4.1,139,,,+233 32 249 4415,,,Health Sciences,,6.6973064,-1.5578514,https://www.google.com/maps/search/?api=1&query=Harbed%20House%20Hotel&query_place_id=ChIJN0a37viU2w8RFHuUh-1e37M,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHH_kxM_XkIppreCR2oPss5TgBsoxV1DRS68NqIzSCfOmCeXeqY3Vun0T4iEwXR27kQ6UI0ebG9JBDTeXT3FN9LwddzFPqWig1qTf0q1ge5t9bAW7SwQmK_k45or2cZNmkOj-or=w1920-h1080-k-no
Silicon Hotel & Conference Centre,Kentinkrono,Guest house & Hotel,Hotel,2.18,3.9,443,,,+233 32 249 6813,,Air-conditioned | Free breakfast | Laundry service | Parking | Pool | Restaurant | Wi-Fi,Health Sciences,https://siliconhotelgh.com/,6.690236,-1.5598896,https://www.google.com/maps/search/?api=1&query=Silicon%20Hotel%20%26%20Conference%20Centre&query_place_id=ChIJ3XVkg1iU2w8RmHg8c7z1bis,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwo7a0E701XUy7hlaSWW4o6bX3HgiC4ZqMrKDU-8CLxSjDTTtfvsF91nqv7kMaFvbdabiXj6O-MG3nJSQcRuCVkv53FzRtEt1-i276l0rcs3KBkF1k90G6Sx8zWPqMTggI6Ohv9Ax1hBFq=w1920-h1080-k-no
Kent City Hostel,Kentinkrono,Hostel,Hostel,3.16,3.7,111,,,+233 24 418 1592,,,Health Sciences,,6.6961985,-1.5530645,https://www.google.com/maps/search/?api=1&query=Kent%20City%20Hostel&query_place_id=ChIJ48jcsvuU2w8R2AqZXZhkBcU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHiVHx5DKuieZnzxq_xJc9PvhslVVNwgqxh-AWx9mYE8lB2upQ_Bzj6buYgUsQTAWgcmFC97OlTmwxZhh_iE1MMtpZLDMLzBRsOegvlv6L67GvQ9ICmr-c6sXsEaT5AkLcINFM=w1920-h1080-k-no
Ashmore Hostel,Kentinkrono,Hostel,Hostel,2.66,3.6,14,,,+233 24 474 0228,,,Health Sciences,,6.6921827,-1.5554455,https://www.google.com/maps/search/?api=1&query=Ashmore%20Hostel&query_place_id=ChIJOzDrR_eU2w8RAs-RnsilGBE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUR0BvOQeGu9eLGogzswdBpox9HxgrqtM0eMlgdDQajTRIrSj4AIWHYMD-nM4z_TlLXS22PmYJfxDNZ6iM6Nu5Ixax7UM6uOMagu_sTR2hXb-tQn8AM-FpqJ4l8Q9_D_Gtui2m=w1920-h1080-k-no
Gladaco Hotel,Kentinkrono,Guest house & Hotel,Hotel,2.75,3.5,52,,,+233 24 038 3440,,,Health Sciences,,6.6942333,-1.5566639,https://www.google.com/maps/search/?api=1&query=Gladaco%20Hotel&query_place_id=ChIJaxW9z_mU2w8RsixUNmQUiXw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnjCTaGp49fba_ENT6uFU1HupI71z5IG5rdIc_0tQ-cOxdI8CUBjxYQK3yy0T0CmDLTPoVlKtwDrr67mmC2XIGPC-0lUT5E2p_YLIIiFd8-59I5CQUlBXSVI6qsGEHzwsBzeYMKw=w1920-h1080-k-no
Kodua's Hostel,Kentinkrono,Hostel,Hostel,2.37,3.4,7,,,,,,Health Sciences,,6.6925131,-1.5601966,https://www.google.com/maps/search/?api=1&query=Kodua's%20Hostel&query_place_id=ChIJwRVsZGCV2w8RZvMZbPTTqsI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvxuhn1vuvQNmw5zf5S7U8i_sKZo8McZ4jkDMI8fKM79bkVJDjVmYDUtw2pKFLfPgruPhfV3yY0zkQBiFf7lDmOgiutt_wJ8tMUNFC93nwY5a3j3tIvYUdQ_M936XTBg70824SMQ=w1920-h1080-k-no
Asido Hostel,Kentinkrono,Hostel,Hostel,2.25,2,1,,,,,,Health Sciences,,6.690784,-1.5595826,https://www.google.com/maps/search/?api=1&query=Asido%20Hostel&query_place_id=ChIJFZfCqY-V2w8RUUS37EWURuQ,
Achiba1 Hostel,Kentinkrono,Hostel,Hostel,2.83,,0,,,,,,Health Sciences,,6.692135,-1.5531755,https://www.google.com/maps/search/?api=1&query=Achiba1%20Hostel&query_place_id=ChIJ35J_RHWV2w8R7MFlUXOuFn0,
Achieba Residence,Kentinkrono,Hostel,Hostel,3.27,,0,,,,,,Health Sciences,,6.6948067,-1.5501894,https://www.google.com/maps/search/?api=1&query=Achieba%20Residence&query_place_id=ChIJcyGoAgCV2w8R-uvNu9S-GIQ,
REX HOSTEL,Kentinkrono,Hostel,Hostel,2.23,,0,,,+233 24 611 3003,,,Health Sciences,,6.6930093,-1.5637654,https://www.google.com/maps/search/?api=1&query=REX%20HOSTEL&query_place_id=ChIJMSkE2PiV2w8REk4Ed1r-41s,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgt9y6tfj2cm25jfU5mC8vu3Qsg9K42G062jJTaFGL8R_0dO9TVESxl9TJpExtADmjF2TIhJANH12uHDdZM-wslqlnopUuYqOUhOhH-p11lCEdR40DEJXiTve-HMEgJgxoHQdA3omFQ6k=w1920-h1080-k-no
Liberty hostel,Kotei,Hostel,Hostel,1.15,5,2,,,0240983470,yes,,Agriculture & Natural Resources,,6.6694941,-1.5624652,https://www.google.com/maps/search/?api=1&query=Liberty%20hostel&query_place_id=ChIJ1QxcXk-V2w8Rkype6lJDvXY,
